"Step","20260203_145728_traj_reward_fresh_configA_age1500 - critic/score/mean","20260203_145728_traj_reward_fresh_configA_age1500 - critic/score/mean__MIN","20260203_145728_traj_reward_fresh_configA_age1500 - critic/score/mean__MAX","20260203_145221_traj_reward_fresh_configA_age1000 - critic/score/mean","20260203_145221_traj_reward_fresh_configA_age1000 - critic/score/mean__MIN","20260203_145221_traj_reward_fresh_configA_age1000 - critic/score/mean__MAX","20260203_144832_traj_reward_fresh_configA - critic/score/mean","20260203_144832_traj_reward_fresh_configA - critic/score/mean__MIN","20260203_144832_traj_reward_fresh_configA - critic/score/mean__MAX","20260203_141744_traj_reward_fresh - critic/score/mean","20260203_141744_traj_reward_fresh - critic/score/mean__MIN","20260203_141744_traj_reward_fresh - critic/score/mean__MAX","20260201_191930_traj_reward_fresh_configA_IS - critic/score/mean","20260201_191930_traj_reward_fresh_configA_IS - critic/score/mean__MIN","20260201_191930_traj_reward_fresh_configA_IS - critic/score/mean__MAX","20260201_191332_traj_reward_fresh - critic/score/mean","20260201_191332_traj_reward_fresh - critic/score/mean__MIN","20260201_191332_traj_reward_fresh - critic/score/mean__MAX","20260131_160147_step_reward_fresh_configA - critic/score/mean","20260131_160147_step_reward_fresh_configA - critic/score/mean__MIN","20260131_160147_step_reward_fresh_configA - critic/score/mean__MAX","20260131_160100_step_reward_fresh - critic/score/mean","20260131_160100_step_reward_fresh - critic/score/mean__MIN","20260131_160100_step_reward_fresh - critic/score/mean__MAX","20260131_155522_traj_reward_fresh - critic/score/mean","20260131_155522_traj_reward_fresh - critic/score/mean__MIN","20260131_155522_traj_reward_fresh - critic/score/mean__MAX","20260131_155911_traj_reward_fresh_configA - critic/score/mean","20260131_155911_traj_reward_fresh_configA - critic/score/mean__MIN","20260131_155911_traj_reward_fresh_configA - critic/score/mean__MAX"
"318","0.125","0.125","0.125","0.1640625","0.1640625","0.1640625","0.15625","0.15625","0.15625","0","0","0","0.265625","0.265625","0.265625","0","0","0","0","0","0","0.15625","0.15625","0.15625","0","0","0","0.25","0.25","0.25"
"319","0.21875","0.21875","0.21875","0.1875","0.1875","0.1875","0.21875","0.21875","0.21875","0","0","0","0.15625","0.15625","0.15625","0","0","0","0","0","0","0.1171875","0.1171875","0.1171875","0","0","0","0.296875","0.296875","0.296875"
"320","0.21875","0.21875","0.21875","0.265625","0.265625","0.265625","0.390625","0.390625","0.390625","0","0","0","0.2265625","0.2265625","0.2265625","0","0","0","0","0","0","0.1190476194024086","0.1190476194024086","0.1190476194024086","0","0","0","0.2109375","0.2109375","0.2109375"
"321","0.09375","0.09375","0.09375","0.21875","0.21875","0.21875","0.359375","0.359375","0.359375","0.015625","0.015625","0.015625","0.140625","0.140625","0.140625","0","0","0","0","0","0","0.13385826349258423","0.13385826349258423","0.13385826349258423","0.015625","0.015625","0.015625","0.4296875","0.4296875","0.4296875"
"322","0.234375","0.234375","0.234375","0.34375","0.34375","0.34375","0.40625","0.40625","0.40625","0","0","0","0.125","0.125","0.125","0","0","0","0","0","0","0.171875","0.171875","0.171875","0","0","0","0.359375","0.359375","0.359375"
"323","0.140625","0.140625","0.140625","0.2578125","0.2578125","0.2578125","0.21875","0.21875","0.21875","0.015625","0.015625","0.015625","0.09375","0.09375","0.09375","0","0","0","0","0","0","0.09375","0.09375","0.09375","0.0234375","0.0234375","0.0234375","0.234375","0.234375","0.234375"
"324","0.140625","0.140625","0.140625","0.2109375","0.2109375","0.2109375","0.328125","0.328125","0.328125","0.015625","0.015625","0.015625","0.21875","0.21875","0.21875","0","0","0","0","0","0","0.12800000607967377","0.12800000607967377","0.12800000607967377","0","0","0","0.25","0.25","0.25"
"325","0.15625","0.15625","0.15625","0.1875","0.1875","0.1875","0.25","0.25","0.25","0.0078125","0.0078125","0.0078125","0.171875","0.171875","0.171875","0","0","0","0","0","0","0.140625","0.140625","0.140625","0","0","0","0.265625","0.265625","0.265625"
"326","0.109375","0.109375","0.109375","0.1796875","0.1796875","0.1796875","0.25","0.25","0.25","0","0","0","0.2890625","0.2890625","0.2890625","0","0","0","0","0","0","0.14399999380111694","0.14399999380111694","0.14399999380111694","0","0","0","0.296875","0.296875","0.296875"
"327","0.15625","0.15625","0.15625","0.234375","0.234375","0.234375","0.34375","0.34375","0.34375","0","0","0","0.171875","0.171875","0.171875","0","0","0","0","0","0","0.1171875","0.1171875","0.1171875","0","0","0","0.2734375","0.2734375","0.2734375"
"328","0.203125","0.203125","0.203125","0.265625","0.265625","0.265625","0.28125","0.28125","0.28125","0","0","0","0.2265625","0.2265625","0.2265625","0","0","0","0","0","0","0.1953125","0.1953125","0.1953125","0","0","0","0.234375","0.234375","0.234375"
"329","0.109375","0.109375","0.109375","0.3203125","0.3203125","0.3203125","0.1875","0.1875","0.1875","0.0078125","0.0078125","0.0078125","0.28125","0.28125","0.28125","0.0078125","0.0078125","0.0078125","0","0","0","0.15748031437397003","0.15748031437397003","0.15748031437397003","0.0078125","0.0078125","0.0078125","0.2578125","0.2578125","0.2578125"
"330","0.203125","0.203125","0.203125","0.2109375","0.2109375","0.2109375","0.21875","0.21875","0.21875","0","0","0","0.2421875","0.2421875","0.2421875","0.0078125","0.0078125","0.0078125","0","0","0","0.1875","0.1875","0.1875","0","0","0","0.265625","0.265625","0.265625"
"331","0.15625","0.15625","0.15625","0.265625","0.265625","0.265625","0.21875","0.21875","0.21875","0","0","0","0.1875","0.1875","0.1875","0.0078125","0.0078125","0.0078125","0","0","0","0.08870967477560043","0.08870967477560043","0.08870967477560043","0","0","0","0.3046875","0.3046875","0.3046875"
"332","0.28125","0.28125","0.28125","0.234375","0.234375","0.234375","0.21875","0.21875","0.21875","0","0","0","0.203125","0.203125","0.203125","0","0","0","0","0","0","0.14173229038715363","0.14173229038715363","0.14173229038715363","0","0","0","0.2421875","0.2421875","0.2421875"
"333","0.171875","0.171875","0.171875","0.328125","0.328125","0.328125","0.3125","0.3125","0.3125","0.0078125","0.0078125","0.0078125","0.1484375","0.1484375","0.1484375","0.0078125","0.0078125","0.0078125","0","0","0","0.109375","0.109375","0.109375","0.0078125","0.0078125","0.0078125","0.2265625","0.2265625","0.2265625"
"334","0.2890625","0.2890625","0.2890625","0.25","0.25","0.25","0.359375","0.359375","0.359375","0","0","0","0.2265625","0.2265625","0.2265625","0.0078125","0.0078125","0.0078125","0","0","0","0.10236220806837082","0.10236220806837082","0.10236220806837082","0.0078125","0.0078125","0.0078125","0.2734375","0.2734375","0.2734375"
"335","0.109375","0.109375","0.109375","0.2421875","0.2421875","0.2421875","0.359375","0.359375","0.359375","0","0","0","0.2265625","0.2265625","0.2265625","0.015625","0.015625","0.015625","0","0","0","0.140625","0.140625","0.140625","0.0078125","0.0078125","0.0078125","0.3359375","0.3359375","0.3359375"
"336","0.203125","0.203125","0.203125","0.328125","0.328125","0.328125","0.25","0.25","0.25","0.0078125","0.0078125","0.0078125","0.25","0.25","0.25","0","0","0","0","0","0","0.12598425149917603","0.12598425149917603","0.12598425149917603","0.015625","0.015625","0.015625","0.1953125","0.1953125","0.1953125"
"337","0.21875","0.21875","0.21875","0.1640625","0.1640625","0.1640625","0.28125","0.28125","0.28125","0.0078125","0.0078125","0.0078125","0.171875","0.171875","0.171875","0.0078125","0.0078125","0.0078125","0","0","0","0.08661417663097382","0.08661417663097382","0.08661417663097382","0","0","0","0.2421875","0.2421875","0.2421875"
"338","0.140625","0.140625","0.140625","0.265625","0.265625","0.265625","0.203125","0.203125","0.203125","0","0","0","0.1953125","0.1953125","0.1953125","0.0078125","0.0078125","0.0078125","0","0","0","0.1015625","0.1015625","0.1015625","0","0","0","0.2265625","0.2265625","0.2265625"
"339","0.171875","0.171875","0.171875","0.21875","0.21875","0.21875","0.359375","0.359375","0.359375","0","0","0","0.140625","0.140625","0.140625","0.0078125","0.0078125","0.0078125","0","0","0","0.1171875","0.1171875","0.1171875","0","0","0","0.2578125","0.2578125","0.2578125"
"340","0.09375","0.09375","0.09375","0.2421875","0.2421875","0.2421875","0.390625","0.390625","0.390625","0","0","0","0.125","0.125","0.125","0.0078125","0.0078125","0.0078125","0","0","0","0.140625","0.140625","0.140625","0","0","0","0.2578125","0.2578125","0.2578125"
"341","0.21875","0.21875","0.21875","0.2890625","0.2890625","0.2890625","0.1875","0.1875","0.1875","0","0","0","0.1796875","0.1796875","0.1796875","0.0078125","0.0078125","0.0078125","0","0","0","0.078125","0.078125","0.078125","0","0","0","0.3046875","0.3046875","0.3046875"
"342","0.1875","0.1875","0.1875","0.1875","0.1875","0.1875","0.359375","0.359375","0.359375","0.0078125","0.0078125","0.0078125","0.2421875","0.2421875","0.2421875","0.0078125","0.0078125","0.0078125","0","0","0","0.140625","0.140625","0.140625","0.0078125","0.0078125","0.0078125","0.2890625","0.2890625","0.2890625"
"343","0.15625","0.15625","0.15625","0.34375","0.34375","0.34375","0.234375","0.234375","0.234375","0","0","0","0.2265625","0.2265625","0.2265625","0.0234375","0.0234375","0.0234375","0","0","0","0.0873015895485878","0.0873015895485878","0.0873015895485878","0","0","0","0.1875","0.1875","0.1875"
"344","0.125","0.125","0.125","0.2890625","0.2890625","0.2890625","0.1875","0.1875","0.1875","0","0","0","0.15625","0.15625","0.15625","0.0078125","0.0078125","0.0078125","0","0","0","0.1120000034570694","0.1120000034570694","0.1120000034570694","0.0234375","0.0234375","0.0234375","0.2734375","0.2734375","0.2734375"
"345","0.171875","0.171875","0.171875","0.2734375","0.2734375","0.2734375","0.171875","0.171875","0.171875","0.0078125","0.0078125","0.0078125","0.25","0.25","0.25","0.015625","0.015625","0.015625","0","0","0","0.06299212574958801","0.06299212574958801","0.06299212574958801","0","0","0","0.328125","0.328125","0.328125"
"346","0.15625","0.15625","0.15625","0.25","0.25","0.25","0.25","0.25","0.25","0.0078125","0.0078125","0.0078125","0.2578125","0.2578125","0.2578125","0.015625","0.015625","0.015625","0","0","0","0.12598425149917603","0.12598425149917603","0.12598425149917603","0","0","0","0.296875","0.296875","0.296875"
"347","0.078125","0.078125","0.078125","0.2109375","0.2109375","0.2109375","0.25","0.25","0.25","0.0078125","0.0078125","0.0078125","0.203125","0.203125","0.203125","0.0078125","0.0078125","0.0078125","0","0","0","0.140625","0.140625","0.140625","0.0078125","0.0078125","0.0078125","0.234375","0.234375","0.234375"
"348","0.203125","0.203125","0.203125","0.234375","0.234375","0.234375","0.34375","0.34375","0.34375","0","0","0","0.2265625","0.2265625","0.2265625","0","0","0","0","0","0","0.1328125","0.1328125","0.1328125","0.0234375","0.0234375","0.0234375","0.203125","0.203125","0.203125"
"349","0.203125","0.203125","0.203125","0.21875","0.21875","0.21875","0.234375","0.234375","0.234375","0.0078125","0.0078125","0.0078125","0.21875","0.21875","0.21875","0.015625","0.015625","0.015625","0","0","0","0.1666666716337204","0.1666666716337204","0.1666666716337204","0","0","0","0.3125","0.3125","0.3125"
"350","0.125","0.125","0.125","0.2265625","0.2265625","0.2265625","0.265625","0.265625","0.265625","0","0","0","0.1640625","0.1640625","0.1640625","0","0","0","0","0","0","0.1484375","0.1484375","0.1484375","0.0078125","0.0078125","0.0078125","0.34375","0.34375","0.34375"
"351","0.078125","0.078125","0.078125","0.1875","0.1875","0.1875","0.3125","0.3125","0.3125","0","0","0","0.1953125","0.1953125","0.1953125","0.015625","0.015625","0.015625","0","0","0","0.09448818862438202","0.09448818862438202","0.09448818862438202","0.0078125","0.0078125","0.0078125","0.2890625","0.2890625","0.2890625"
"352","0.125","0.125","0.125","0.25","0.25","0.25","0.328125","0.328125","0.328125","0","0","0","0.25","0.25","0.25","0.03125","0.03125","0.03125","0","0","0","0.09677419066429138","0.09677419066429138","0.09677419066429138","0","0","0","0.25","0.25","0.25"
"353","0.15625","0.15625","0.15625","0.1484375","0.1484375","0.1484375","0.203125","0.203125","0.203125","0.0078125","0.0078125","0.0078125","0.265625","0.265625","0.265625","0.0078125","0.0078125","0.0078125","0","0","0","0.14173229038715363","0.14173229038715363","0.14173229038715363","0.015625","0.015625","0.015625","0.3203125","0.3203125","0.3203125"
"354","0.203125","0.203125","0.203125","0.21875","0.21875","0.21875","0.234375","0.234375","0.234375","0.0078125","0.0078125","0.0078125","0.171875","0.171875","0.171875","0","0","0","0","0","0","0.1031746044754982","0.1031746044754982","0.1031746044754982","0.0078125","0.0078125","0.0078125","0.234375","0.234375","0.234375"
"355","0.203125","0.203125","0.203125","0.265625","0.265625","0.265625","0.328125","0.328125","0.328125","0","0","0","0.1640625","0.1640625","0.1640625","0.015625","0.015625","0.015625","0","0","0","0.1328125","0.1328125","0.1328125","0","0","0","0.25","0.25","0.25"
"356","0.15625","0.15625","0.15625","0.234375","0.234375","0.234375","0.25","0.25","0.25","0","0","0","0.1875","0.1875","0.1875","0.0078125","0.0078125","0.0078125","0","0","0","0.140625","0.140625","0.140625","0","0","0","0.21875","0.21875","0.21875"
"357","0.109375","0.109375","0.109375","0.3046875","0.3046875","0.3046875","0.34375","0.34375","0.34375","0","0","0","0.234375","0.234375","0.234375","0","0","0","0","0","0","0.078125","0.078125","0.078125","0.0078125","0.0078125","0.0078125","0.2734375","0.2734375","0.2734375"
"358","0.171875","0.171875","0.171875","0.1953125","0.1953125","0.1953125","0.25","0.25","0.25","0.0078125","0.0078125","0.0078125","0.203125","0.203125","0.203125","0","0","0","0","0","0","0.1190476194024086","0.1190476194024086","0.1190476194024086","0.0078125","0.0078125","0.0078125","0.2109375","0.2109375","0.2109375"
"359","0.15625","0.15625","0.15625","0.25","0.25","0.25","0.3125","0.3125","0.3125","0","0","0","0.1875","0.1875","0.1875","0.0234375","0.0234375","0.0234375","0","0","0","0.10236220806837082","0.10236220806837082","0.10236220806837082","0","0","0","0.2109375","0.2109375","0.2109375"
"360","0.1875","0.1875","0.1875","0.2734375","0.2734375","0.2734375","0.34375","0.34375","0.34375","0","0","0","0.2890625","0.2890625","0.2890625","0.0078125","0.0078125","0.0078125","0","0","0","0.109375","0.109375","0.109375","0","0","0","0.296875","0.296875","0.296875"
"361","0.140625","0.140625","0.140625","0.265625","0.265625","0.265625","0.203125","0.203125","0.203125","0.0078125","0.0078125","0.0078125","0.3203125","0.3203125","0.3203125","0.0078125","0.0078125","0.0078125","0","0","0","0.1171875","0.1171875","0.1171875","0","0","0","0.2734375","0.2734375","0.2734375"
"362","0.109375","0.109375","0.109375","0.2265625","0.2265625","0.2265625","0.28125","0.28125","0.28125","0","0","0","0.21875","0.21875","0.21875","0","0","0","0","0","0","0.109375","0.109375","0.109375","0.015625","0.015625","0.015625","0.296875","0.296875","0.296875"
"363","0.125","0.125","0.125","0.2109375","0.2109375","0.2109375","0.34375","0.34375","0.34375","0","0","0","0.2109375","0.2109375","0.2109375","0.0078125","0.0078125","0.0078125","0","0","0","0.1015625","0.1015625","0.1015625","0","0","0","0.25","0.25","0.25"
"364","0.1875","0.1875","0.1875","0.3203125","0.3203125","0.3203125","0.265625","0.265625","0.265625","0.0078125","0.0078125","0.0078125","0.2421875","0.2421875","0.2421875","0","0","0","0","0","0","0.1328125","0.1328125","0.1328125","0.015625","0.015625","0.015625","0.2265625","0.2265625","0.2265625"
"365","0.203125","0.203125","0.203125","0.21875","0.21875","0.21875","0.3125","0.3125","0.3125","0","0","0","0.1796875","0.1796875","0.1796875","0.0078125","0.0078125","0.0078125","0","0","0","0.140625","0.140625","0.140625","0","0","0","0.2578125","0.2578125","0.2578125"
"366","0.1875","0.1875","0.1875","0.234375","0.234375","0.234375","0.390625","0.390625","0.390625","0.0078125","0.0078125","0.0078125","0.3203125","0.3203125","0.3203125","0","0","0","0","0","0","0.0859375","0.0859375","0.0859375","0","0","0","0.25","0.25","0.25"
"367","0.171875","0.171875","0.171875","0.1953125","0.1953125","0.1953125","0.25","0.25","0.25","0","0","0","0.296875","0.296875","0.296875","0.0078125","0.0078125","0.0078125","0","0","0","0.0390625","0.0390625","0.0390625","0","0","0","0.3203125","0.3203125","0.3203125"
"368","0.140625","0.140625","0.140625","0.328125","0.328125","0.328125","0.28125","0.28125","0.28125","0","0","0","0.2265625","0.2265625","0.2265625","0.0078125","0.0078125","0.0078125","0","0","0","0.1328125","0.1328125","0.1328125","0.0078125","0.0078125","0.0078125","0.2890625","0.2890625","0.2890625"
"369","0.15625","0.15625","0.15625","0.109375","0.109375","0.109375","0.234375","0.234375","0.234375","0","0","0","0.21875","0.21875","0.21875","0","0","0","0","0","0","0.0859375","0.0859375","0.0859375","0","0","0","0.1796875","0.1796875","0.1796875"
"370","0.25","0.25","0.25","0.3046875","0.3046875","0.3046875","0.234375","0.234375","0.234375","0","0","0","0.28125","0.28125","0.28125","0","0","0","0","0","0","0.1031746044754982","0.1031746044754982","0.1031746044754982","0","0","0","0.3125","0.3125","0.3125"
"371","0.09375","0.09375","0.09375","0.2578125","0.2578125","0.2578125","0.25","0.25","0.25","0","0","0","0.234375","0.234375","0.234375","0","0","0","0","0","0","0.15625","0.15625","0.15625","0","0","0","0.28125","0.28125","0.28125"
"372","0.140625","0.140625","0.140625","0.2734375","0.2734375","0.2734375","0.28125","0.28125","0.28125","0.0078125","0.0078125","0.0078125","0.25","0.25","0.25","0.0078125","0.0078125","0.0078125","0","0","0","0.07086614519357681","0.07086614519357681","0.07086614519357681","0","0","0","0.234375","0.234375","0.234375"
"373","0.171875","0.171875","0.171875","0.1953125","0.1953125","0.1953125","0.234375","0.234375","0.234375","0","0","0","0.234375","0.234375","0.234375","0","0","0","0","0","0","0.1015625","0.1015625","0.1015625","0","0","0","0.3359375","0.3359375","0.3359375"
"374","0.15625","0.15625","0.15625","0.234375","0.234375","0.234375","0.234375","0.234375","0.234375","0.0078125","0.0078125","0.0078125","0.296875","0.296875","0.296875","0","0","0","0","0","0","0.1640625","0.1640625","0.1640625","0","0","0","0.2265625","0.2265625","0.2265625"
"375","0.140625","0.140625","0.140625","0.109375","0.109375","0.109375","0.265625","0.265625","0.265625","0","0","0","0.2421875","0.2421875","0.2421875","0","0","0","0","0","0","0.0859375","0.0859375","0.0859375","0","0","0","0.265625","0.265625","0.265625"
"376","0.140625","0.140625","0.140625","0.2265625","0.2265625","0.2265625","0.328125","0.328125","0.328125","0.0078125","0.0078125","0.0078125","0.265625","0.265625","0.265625","0.0078125","0.0078125","0.0078125","0","0","0","0.203125","0.203125","0.203125","0","0","0","0.2734375","0.2734375","0.2734375"
"377","0.25","0.25","0.25","0.2578125","0.2578125","0.2578125","0.265625","0.265625","0.265625","0","0","0","0.2578125","0.2578125","0.2578125","0.0078125","0.0078125","0.0078125","0","0","0","0.11811023950576782","0.11811023950576782","0.11811023950576782","0","0","0","0.359375","0.359375","0.359375"
"378","0.15625","0.15625","0.15625","0.2265625","0.2265625","0.2265625","0.1875","0.1875","0.1875","0","0","0","0.2734375","0.2734375","0.2734375","0.015625","0.015625","0.015625","0","0","0","0.1015625","0.1015625","0.1015625","0","0","0","0.1953125","0.1953125","0.1953125"
"379","0.15625","0.15625","0.15625","0.2109375","0.2109375","0.2109375","0.3125","0.3125","0.3125","0","0","0","0.2109375","0.2109375","0.2109375","0.0078125","0.0078125","0.0078125","0","0","0","0.1587301641702652","0.1587301641702652","0.1587301641702652","0.0078125","0.0078125","0.0078125","0.2734375","0.2734375","0.2734375"
"380","0.109375","0.109375","0.109375","0.25","0.25","0.25","0.296875","0.296875","0.296875","0","0","0","0.2734375","0.2734375","0.2734375","0","0","0","0","0","0","0.1190476194024086","0.1190476194024086","0.1190476194024086","0","0","0","0.2421875","0.2421875","0.2421875"
"381","0.28125","0.28125","0.28125","0.359375","0.359375","0.359375","0.265625","0.265625","0.265625","0","0","0","0.234375","0.234375","0.234375","0.0078125","0.0078125","0.0078125","0","0","0","0.1171875","0.1171875","0.1171875","0","0","0","0.25","0.25","0.25"
"382","0.140625","0.140625","0.140625","0.28125","0.28125","0.28125","0.25","0.25","0.25","0","0","0","0.21875","0.21875","0.21875","0.0078125","0.0078125","0.0078125","0","0","0","0.12598425149917603","0.12598425149917603","0.12598425149917603","0.0078125","0.0078125","0.0078125","0.3046875","0.3046875","0.3046875"
"383","0.15625","0.15625","0.15625","0.21875","0.21875","0.21875","0.296875","0.296875","0.296875","0","0","0","0.2421875","0.2421875","0.2421875","0.015625","0.015625","0.015625","0","0","0","0.0714285746216774","0.0714285746216774","0.0714285746216774","0.0078125","0.0078125","0.0078125","0.2578125","0.2578125","0.2578125"
"384","0.21875","0.21875","0.21875","0.3125","0.3125","0.3125","0.203125","0.203125","0.203125","0","0","0","0.2421875","0.2421875","0.2421875","0.0078125","0.0078125","0.0078125","0","0","0","0.0873015895485878","0.0873015895485878","0.0873015895485878","0","0","0","0.234375","0.234375","0.234375"
"385","0.1875","0.1875","0.1875","0.21875","0.21875","0.21875","0.359375","0.359375","0.359375","0.0078125","0.0078125","0.0078125","0.28125","0.28125","0.28125","0","0","0","0","0","0","0.09375","0.09375","0.09375","0","0","0","0.34375","0.34375","0.34375"
"386","0.125","0.125","0.125","0.171875","0.171875","0.171875","0.171875","0.171875","0.171875","0.0078125","0.0078125","0.0078125","0.2265625","0.2265625","0.2265625","0.015625","0.015625","0.015625","0","0","0","0.171875","0.171875","0.171875","0.0078125","0.0078125","0.0078125","0.2421875","0.2421875","0.2421875"
"387","0.109375","0.109375","0.109375","0.1875","0.1875","0.1875","0.28125","0.28125","0.28125","0.0078125","0.0078125","0.0078125","0.3046875","0.3046875","0.3046875","0","0","0","0","0","0","0.22834645211696625","0.22834645211696625","0.22834645211696625","0","0","0","0.3359375","0.3359375","0.3359375"
"388","0.234375","0.234375","0.234375","0.3125","0.3125","0.3125","0.296875","0.296875","0.296875","0.0078125","0.0078125","0.0078125","0.234375","0.234375","0.234375","0","0","0","0","0","0","0.1875","0.1875","0.1875","0.0078125","0.0078125","0.0078125","0.2421875","0.2421875","0.2421875"
"389","0.109375","0.109375","0.109375","0.21875","0.21875","0.21875","0.28125","0.28125","0.28125","0.0078125","0.0078125","0.0078125","0.21875","0.21875","0.21875","0","0","0","0","0","0","0.10236220806837082","0.10236220806837082","0.10236220806837082","0.0078125","0.0078125","0.0078125","0.25","0.25","0.25"
"390","0.171875","0.171875","0.171875","0.265625","0.265625","0.265625","0.3125","0.3125","0.3125","0","0","0","0.3046875","0.3046875","0.3046875","0","0","0","0","0","0","0.125","0.125","0.125","0.015625","0.015625","0.015625","0.3046875","0.3046875","0.3046875"
"391","0.140625","0.140625","0.140625","0.25","0.25","0.25","0.265625","0.265625","0.265625","0","0","0","0.2265625","0.2265625","0.2265625","0","0","0","0","0","0","0.1015625","0.1015625","0.1015625","0.0078125","0.0078125","0.0078125","0.2890625","0.2890625","0.2890625"
"392","0.171875","0.171875","0.171875","0.265625","0.265625","0.265625","0.203125","0.203125","0.203125","0","0","0","0.2109375","0.2109375","0.2109375","0.0078125","0.0078125","0.0078125","0","0","0","0.0546875","0.0546875","0.0546875","0","0","0","0.3828125","0.3828125","0.3828125"
"393","0.265625","0.265625","0.265625","0.296875","0.296875","0.296875","0.234375","0.234375","0.234375","0","0","0","0.234375","0.234375","0.234375","0","0","0","0","0","0","0.1328125","0.1328125","0.1328125","0","0","0","0.359375","0.359375","0.359375"
"394","0.125","0.125","0.125","0.25","0.25","0.25","0.234375","0.234375","0.234375","0","0","0","0.2421875","0.2421875","0.2421875","0","0","0","0","0","0","0.09375","0.09375","0.09375","0.015625","0.015625","0.015625","0.2578125","0.2578125","0.2578125"
"395","0.203125","0.203125","0.203125","0.21875","0.21875","0.21875","0.3125","0.3125","0.3125","0","0","0","0.3046875","0.3046875","0.3046875","0.0234375","0.0234375","0.0234375","0","0","0","0.11023622006177902","0.11023622006177902","0.11023622006177902","0.015625","0.015625","0.015625","0.359375","0.359375","0.359375"
"396","0.125","0.125","0.125","0.265625","0.265625","0.265625","0.15625","0.15625","0.15625","0","0","0","0.2578125","0.2578125","0.2578125","0.0078125","0.0078125","0.0078125","0","0","0","0.078125","0.078125","0.078125","0","0","0","0.2578125","0.2578125","0.2578125"
"397","0.15625","0.15625","0.15625","0.1796875","0.1796875","0.1796875","0.265625","0.265625","0.265625","0","0","0","0.21875","0.21875","0.21875","0.0078125","0.0078125","0.0078125","0","0","0","0.16535432636737823","0.16535432636737823","0.16535432636737823","0.03125","0.03125","0.03125","0.2421875","0.2421875","0.2421875"
"398","0.125","0.125","0.125","0.21875","0.21875","0.21875","0.25","0.25","0.25","0","0","0","0.2265625","0.2265625","0.2265625","0.0078125","0.0078125","0.0078125","0","0","0","0.0625","0.0625","0.0625","0.0078125","0.0078125","0.0078125","0.265625","0.265625","0.265625"
"399","0.171875","0.171875","0.171875","0.1953125","0.1953125","0.1953125","0.34375","0.34375","0.34375","0","0","0","0.234375","0.234375","0.234375","0","0","0","0","0","0","0.0546875","0.0546875","0.0546875","0.015625","0.015625","0.015625","0.109375","0.109375","0.109375"
